,Fecha,Estado,Enunciado
2626,21-05-21,no resuelto,correos chile - mi pedido aún no llega
2627,21-05-21,None,correos de chile - no me llega un pedido de mail americas y nadie me da respueta
2628,21-05-21,no resuelto,correos de chile - paquete aceptado por operador logística
2629,21-05-21,None,correos de chile - retraso envio
2630,21-05-21,None,correos de chile - entrega fallida
2631,21-05-21,no resuelto,correos de chile - no llegan varían de mis pedidos de aliexpress
2632,20-05-21,None,correos de chile - atención sucursal
2633,20-05-21,None,correos de chile - envío no entregado
2634,20-05-21,resuelto,correos de chile - no entrega de producto
2635,20-05-21,no resuelto,correos de chile - paquetes que aun no llegan
2636,19-05-21,no resuelto,correos de chile - no entrega paquete
2637,19-05-21,None,correos de chile - demora en entrega de paquete
2638,19-05-21,no resuelto,correos de chile - paquete enviado por usps
2639,19-05-21,None,correos de chile - robos americo vespucio maipu
2640,19-05-21,no resuelto,correos de chile - recibo partes de tag de persona que no conozco
2641,19-05-21,None,correos de chile - página web caída hace 3 días
2642,19-05-21,None,correos de chile - demora en entrega de pedido
2643,19-05-21,resuelto,correos de chile - envío en aduana hace 2 meses
2644,18-05-21,no resuelto,correos de chile - pedido entregado a otra persona entregador se equivoco
2645,18-05-21,None,correos chile - compra no llega
2646,18-05-21,resuelto,correos de chile - no entrega
2647,18-05-21,resuelto,correos de chile - no entrega encomienda
2648,18-05-21,resuelto,correos de chile - no se recibe el pedido
2649,17-05-21,no resuelto,correos chile - excesiva demora. posible perdida del paquete.
2650,17-05-21,no resuelto,correos chile - paquete perdido
2651,17-05-21,resuelto,correos de chile - entregar el pedido a otra persona
2652,17-05-21,None,correos de chile - no entregan los despachos en domicilio sino que los mandan a oficina de correos
2653,17-05-21,no resuelto,correos de chile - no entrega envios de aliexpress
2654,17-05-21,no resuelto,correos de chile - paquete internacional supera 15 días habiles
2655,17-05-21,None,correos chile - no llega mi pedido
2656,16-05-21,None,correos chile - necesito que me entreguen mis productos
2657,16-05-21,no resuelto,correos de chile - paquete no entregado
2658,15-05-21,None,correos de chile - no llegada del producto
2659,15-05-21,None,correos de chile - atraso entrega
2660,15-05-21,None,correos de chile - no entregado
2661,15-05-21,no resuelto,correos de chile - no cumplieron con el plazo de envío de la encomienda
2662,14-05-21,no resuelto,correos de chile - encomienda retenida
2663,14-05-21,no resuelto,correos de chile - paquete internacional no entregado
2664,14-05-21,None,correos de chile - no llega mi pedido
2665,14-05-21,resuelto,correos de chile - 29 abr 2021 05:32 puerto montt unsuccessful delivered:undelivered|crep|7104|
2666,14-05-21,resuelto,correos de chile - encomienda no entregada
2667,13-05-21,None,correos de chile - pedido entregado a rut falso
2668,13-05-21,no resuelto,correos de chile - envío no entregado
2669,13-05-21,no resuelto,correos de chile - retraso en despacho de importacion
2670,13-05-21,no resuelto,correos de chile - msm extraño
2671,12-05-21,no resuelto,correos de chile - no entrega de paquete y posterior devolución
2672,12-05-21,None,correos chile - robo del pedido
2673,12-05-21,None,correos de chile - no llevan los paquetes a la dirección
2674,12-05-21,no resuelto,correos de chile - encomienda que no entregan
2675,12-05-21,None,correos chile - retraso en envió de paquete
2676,12-05-21,None,correos de chile - no atienden reclamo vencido
2677,12-05-21,no resuelto,correos chile - retención en planta cep rm
2678,12-05-21,no resuelto,correos de chile - demora de entrega
2679,11-05-21,no resuelto,correos de chile - paquete usps en internación.
2680,11-05-21,None,correos de chile - nunca entregan
2681,11-05-21,None,correos de chile - perdida de envios
2682,11-05-21,no resuelto,correos de chile - mis compras aliexpress
2683,11-05-21,None,correos de chile - no entregan producto
2684,11-05-21,no resuelto,correos de chile - no entrega encomiendas
2685,10-05-21,resuelto,correos de chile - paquete usps
2686,10-05-21,no resuelto,correos chile - documentos de india llegados el 31 marzo a santiago y aún no entregados
2687,10-05-21,None,correos chile - pedido en reparto
2688,10-05-21,no resuelto,correos de chile - producto retenido
2689,10-05-21,no resuelto,correos de chile - retraso
2690,10-05-21,resuelto,correos de chile - demora en proceso de internación
2691,10-05-21,no resuelto,correos chile - mis pedidos llevan 2 meses en correos de chile
2692,09-05-21,no resuelto,correos de chile - pedido no entregado
2693,08-05-21,None,correos de chile - paquete encomienda no enviado a destino
2694,08-05-21,no resuelto,correos de chile - demora en la entrega
2695,08-05-21,resuelto,correos de chile - entrega fallida
2696,08-05-21,no resuelto,correos de chile - producto en reparto hace un mes.
2697,08-05-21,no resuelto,correos de chile - paquete estado santiago de chile linehaul
2698,08-05-21,no resuelto,correos chile - producto no entregado
2699,07-05-21,None,correos de chile - perdida paquete
2700,07-05-21,no resuelto,correo chile - no entrega de productos
2701,07-05-21,no resuelto,correos de chile - mi paquete no se mueve
2702,06-05-21,no resuelto,correos de chile - llegada al centro de distribución hace 2 meses
2703,06-05-21,resuelto,correos de chile - paquete en planta rm
2704,06-05-21,no resuelto,correos de chile - no entrega de envío internacional e información falsa
2705,06-05-21,no resuelto,correos de chile - paquete no entregado
2706,06-05-21,no resuelto,correos de chile - extrema lentitud y mal servicio
2707,06-05-21,no resuelto,correos de chile - me enviaron una encomienda a una sucursal incorrecta
2708,05-05-21,resuelto,correos de chile - entregan mi encomienda a otra persona y después no aparece que acudieron a mi casa y no entregan
2709,05-05-21,resuelto,correos de chile - paquetes en estado santiago de chile linehaul
2710,05-05-21,no resuelto,correos de chile - envíos no llegado
2711,05-05-21,None,correos de chile - no entrega de producto
2712,05-05-21,no resuelto,correos - demora en entrega
2713,05-05-21,no resuelto,correos de chile - me entregaron un paquete equivocado
2714,05-05-21,resuelto,correos de chile - gestión envío
2715,04-05-21,no resuelto,correos de chile - retraso en entrega de productos
2716,04-05-21,no resuelto,correos de chile - bo recibo de producto en domicilio
2717,04-05-21,resuelto,correos de chile - alguien ajeno recibió mi paquete
2718,04-05-21,resuelto,correos de chile - mucha demora en envío de paquetes
2719,03-05-21,None,correos de chile - despacho que no entregaron
2720,03-05-21,no resuelto,correo de chile - reclamó
2721,03-05-21,None,correos de chile - demora en entrega de pedido
2722,03-05-21,resuelto,correo de chile - no entregan la encomienda
2723,03-05-21,None,correos de chile - pedido perdido o no entregado
2724,02-05-21,no resuelto,correos de chile - cobros de carteros
2725,02-05-21,no resuelto,correos de chile - productos no entregados.
2726,02-05-21,no resuelto,correos de chile - espera de paqueta por más de 6 meses
2727,01-05-21,None,correos de chile - no entregan encomiendas
2728,01-05-21,no resuelto,correos - no me llega el pedido
2729,01-05-21,None,correos de chile - paquete internacional
2730,01-05-21,None,correos de chile - no a llegado y esta en sucursar sin entregar
2731,30-04-21,no resuelto,correos de chile - no entrega de paquete
2732,30-04-21,None,correos de chile - envío no entregado
2733,30-04-21,resuelto,correos de chile - no entrega de producto
2734,30-04-21,None,correos de chile
2735,30-04-21,no resuelto,correos de chile - pedido extraviado
2736,30-04-21,no resuelto,correos de chile - perdida de producto
2737,29-04-21,None,correos de chile - pedido perdido
2738,29-04-21,resuelto,"correos chile - se informa de paquete entregado en otra ciudad a mi nombre, lo que es falso."
2739,29-04-21,None,correos de chile - mentiras
2740,29-04-21,None,correos de chile - envio no entragado
2741,29-04-21,None,correos de chile - consulta
2742,29-04-21,no resuelto,correos chile - no entregan paquetes
2743,29-04-21,no resuelto,correos de chile - no entrega de paquete
2744,29-04-21,no resuelto,"correos de chile - pésimo servicio, envío pequeño paquete a nyc 20 de febrero no saben donde se encuentra, no tienen ruta ni con"
2745,29-04-21,None,correos chile - retraso en respuesta
2746,29-04-21,no resuelto,correos de chile - carta de los monjes brasileños
2747,28-04-21,None,correos de chile - envio sin movimiento en sucursal de correos
2748,28-04-21,no resuelto,correos de chile - no despacho de producto
2749,28-04-21,no resuelto,correo de chile - demora
2750,28-04-21,no resuelto,correos de chile - no entrega despacho pendiente
2751,28-04-21,resuelto,correos de chile - producto entregado en domicilio incorrecto
2752,28-04-21,resuelto,correos de chile - demora y estancamiento de encomienda
2753,28-04-21,no resuelto,correos de chile - demora en entrega econmienda
2754,27-04-21,resuelto,correo de chile - llevo más de un mes esperando mi paquete no tengo respuesta alguna he llamado todas las semanas y me derivan
2755,27-04-21,None,"correos de chile - no se hacen cargo por productos, no entregados"
2756,27-04-21,no resuelto,correos chile - pedido no entregado
2757,27-04-21,None,correos de chile - 3 meses sin recibir mi producto
2758,27-04-21,resuelto,correos chile - paquete con internacion vencida
2759,27-04-21,no resuelto,correos de chile - imposibilidad de entregar paquete
2760,27-04-21,None,correos de chile - paquete en reparto
2761,27-04-21,None,correos de chile - envio a direccion incorrecta ua451509592us
2762,26-04-21,resuelto,correos de chile - retención de paquete
2763,26-04-21,None,correos chile - cobros no acordados y sorpresivos.
2764,26-04-21,no resuelto,correos de chile - no entrega de paquete
2765,26-04-21,no resuelto,correos chile - envío a china del 4 de febrero ni siquiera a salido de chile a día de hoy.
2766,26-04-21,None,correos de chile - no sale el paquete del centro de distribución
2767,25-04-21,None,correos de chile - no llega a domicilio mi pedido demora en entrega
2768,25-04-21,no resuelto,correos de chile - no llegan los paquetes y ya no me quieren renovar la protección porque ha pasado arto tiempo
2769,25-04-21,no resuelto,correos de chile - imposibilidad entrega
2770,25-04-21,no resuelto,correos de chile - no entrega paquete a destino
2771,24-04-21,no resuelto,correos de chile - producto no entregado
2772,24-04-21,no resuelto,correos de chile - envio no entregado
2773,24-04-21,resuelto,correos de chile - entregado a otra persona
2774,24-04-21,no resuelto,correos de chile - pérdida de mi envio
2775,23-04-21,no resuelto,correos de chile - paquete internacional sin entregar 4 meses y medio
2776,23-04-21,None,correos de chile - paquete entregado a otra persona
2777,23-04-21,None,correos de chile - sin solución por encomienda no entregada
2778,23-04-21,no resuelto,correos de chile - ineptitud
2779,23-04-21,resuelto,correos de chile - pedidos de royal mail uk
2780,23-04-21,resuelto,correos de chile - no entrega de paquetes
2781,22-04-21,no resuelto,correos chile - extravío de artículo
2782,22-04-21,None,correos de chile - entregado en otra ciudad
2783,22-04-21,no resuelto,correos de chile - mis pedidos llevan 4 meses estancados
2784,22-04-21,None,correos de chile - no hay entrega de productos
2785,22-04-21,resuelto,correos de chile - paquete de usps
2786,22-04-21,no resuelto,correos de chile - paquete en internación demasiado tiempo
2787,22-04-21,no resuelto,correos de chile - demora de entrega
2788,22-04-21,None,correos de chile - entregaron mi paquete a persona desconocida
2789,22-04-21,no resuelto,correos de chile - demora y estancamiento de paquetes
2790,21-04-21,no resuelto,correos de chile - mi paquete jamas llego
2791,21-04-21,None,correos de chile - envian email que viene paquete y no pasan y derivan a agencia
2792,21-04-21,no resuelto,correos de chile - internacion del paquete e
2793,21-04-21,None,correos de chile - mal servicio
2794,21-04-21,no resuelto,correos de chile - no entrega de envío internacional desde enero.
2795,20-04-21,resuelto,correos chile - pérdida de artículo
2796,20-04-21,None,correos de chile - información
2797,20-04-21,None,correos de chile - paquete entregado a persona desconocida
2798,20-04-21,no resuelto,correos de chile - paquete perdido
2799,20-04-21,no resuelto,correos de chile - no llegó paquete
2800,20-04-21,None,correos de chile - envío internacional sin localizar ni entregar
2801,20-04-21,None,correos de chilr - demora en entrega
2802,20-04-21,no resuelto,correos de chile - envio eterno
